1	3	0	1	0	3	0	0	4	1	12	12	1	1	1	1	12	2	0	48
3	2	0	1	0	6	3	1	2	1	15	9	1	1	0	0	15	2	1	15
1	1	1	0	0	1	0	0	4	1	4	10	1	1	0	0	4	2	0	84
2	1	0	1	0	6	4	5	4	1	10	6	1	1	1	0	10	2	11	57
3	6	1	0	0	1	0	0	4	1	4	14	1	1	1	0	4	1	0	1788
1	1	0	1	0	6	3	2	4	1	9	10	1	1	1	0	9	2	2	180
5	1	1	0	0	4	0	1	1	1	4	14	1	1	1	1	4	1	1	360
4	1	0	0	0	10	0	0	2	1	19	12	1	2	0	0	19	2	0	30
2	2	0	0	0	10	0	1	2	2	24	12	1	2	0	0	21	2	1	26
2	3	0	0	1	2	0	0	4	1	16	10	2	1	1	0	16	2	0	42
2	1	0	1	0	10	2	3	2	1	9	8	1	2	1	1	9	1	3	44
4	2	0	1	0	10	3	1	2	1	13	12	1	2	0	0	13	2	1	144
2	3	0	0	1	10	1	3	1	1	17	11	1	2	0	0	17	2	4	60
2	1	1	0	0	1	0	0	4	2	5	12	1	1	0	0	5	1	0	246
2	2	0	0	0	8	1	0	4	2	19	12	1	1	0	0	19	2	0	48
1	3	1	0	0	1	0	0	4	2	4	12	1	1	0	0	4	2	0	64
3	1	0	1	0	10	3	1	2	1	9	14	1	1	1	1	9	2	1	19
3	1	0	1	0	10	3	1	1	1	10	11	1	1	1	1	10	2	1	96
4	2	0	0	1	10	2	5	4	1	17	10	1	2	1	1	17	1	11	96
4	1	1	0	0	1	0	0	4	2	4	10	1	1	0	0	4	2	0	240
3	2	0	0	1	7	2	0	1	1	16	12	1	2	1	1	16	2	0	36
3	2	0	1	0	5	3	4	4	1	13	10	1	1	1	1	13	2	7	60
1	1	0	0	0	6	2	3	4	1	24	11	1	1	0	0	21	2	4	18
3	1	0	0	0	6	1	4	1	1	22	9	1	1	1	1	20	1	6	32
3	2	1	0	0	4	1	1	1	1	7	12	1	1	0	0	7	2	1	6
5	1	0	0	1	10	0	3	2	1	16	12	1	1	1	0	16	2	3	36
3	3	1	0	0	5	1	0	4	2	3	10	2	1	0	0	3	2	0	360
3	1	0	1	0	10	0	1	2	1	9	8	1	1	0	0	9	1	1	96
3	2	0	1	0	6	2	1	4	1	9	11	1	1	0	0	9	1	1	30
3	2	1	0	0	1	0	0	4	2	1	11	1	1	0	0	1	2	0	12
2	2	0	0	0	6	2	2	4	1	24	14	1	1	1	0	21	1	2	60
3	2	0	0	1	7	1	0	4	1	17	10	1	1	1	1	17	1	0	72
3	1	0	1	0	10	2	2	1	1	13	12	1	1	1	1	13	2	2	240
2	6	1	0	0	5	0	2	4	1	3	9	1	1	0	0	3	2	2	480
4	1	1	0	0	1	0	0	4	2	5	0	1	1	0	0	5	2	0	180
4	2	0	1	0	6	2	4	1	2	14	11	1	1	0	0	14	2	8	72
3	3	1	0	0	1	0	0	4	2	7	12	2	1	0	0	7	1	0	36
5	2	0	0	1	6	1	2	4	1	17	11	1	1	0	0	17	1	2	876
3	2	0	0	1	6	0	3	1	1	17	9	1	1	0	0	17	1	4	240
1	1	1	0	0	1	0	0	4	1	8	5	1	2	1	0	8	2	0	156
3	2	0	0	1	10	4	4	2	1	17	8	1	1	1	1	17	1	7	76
2	6	1	0	0	4	1	1	4	1	7	13	1	1	1	0	7	1	1	300
3	1	1	0	0	1	0	0	4	1	5	12	1	1	0	0	5	2	0	108
2	1	0	1	0	3	0	0	2	2	13	12	1	2	0	0	13	1	0	60
3	1	1	0	0	1	0	0	4	2	4	7	1	1	0	0	4	2	0	180
2	2	1	0	0	4	0	3	1	1	6	11	1	1	1	1	6	2	5	96
2	3	0	0	0	10	1	3	1	1	24	12	1	1	1	1	21	2	3	18
2	1	1	0	0	1	0	0	4	1	5	8	1	1	1	0	5	1	0	180
2	1	0	0	0	6	3	1	4	1	23	12	1	1	1	0	21	2	1	72
2	3	1	0	0	5	1	1	4	1	7	13	1	1	0	0	7	1	1	60
3	3	1	0	0	1	0	0	4	1	7	12	2	1	0	0	7	2	0	84
2	2	0	0	0	10	3	3	2	1	24	12	1	1	1	0	21	1	4	180
1	2	0	0	1	7	1	0	4	1	16	10	1	1	0	1	16	2	0	48
2	1	0	1	0	10	0	0	2	1	10	5	1	1	1	1	10	2	0	120
2	3	1	0	0	1	0	0	4	1	3	6	2	1	0	0	3	2	0	132
5	3	0	0	0	3	0	0	4	2	22	2	1	1	0	0	20	2	0	8
4	2	0	1	0	6	3	5	2	1	13	12	1	1	1	0	13	1	28	60
2	3	1	0	0	1	1	0	4	1	7	11	1	1	1	0	7	2	0	120
3	1	1	0	0	4	1	5	4	1	7	9	1	1	1	1	7	2	58	240
3	2	0	1	0	10	3	3	1	1	10	10	1	2	1	1	10	1	4	36
3	1	1	0	0	5	2	1	4	1	6	8	1	1	1	0	6	2	1	180
1	3	1	0	0	4	3	4	4	1	6	12	2	1	1	0	6	1	8	108
1	2	1	0	0	5	0	0	2	2	6	11	1	1	0	0	6	2	0	144
3	1	1	0	0	5	0	3	1	1	5	12	1	1	1	0	5	1	3	1080
2	1	0	1	0	6	2	0	1	1	11	12	1	1	1	1	11	1	0	32
3	2	0	1	0	10	0	3	1	1	13	12	1	2	1	1	13	2	5	48
2	3	0	0	1	6	1	3	4	1	17	9	1	1	0	0	17	2	4	60
1	2	1	0	0	1	0	0	4	1	7	11	1	1	0	0	7	2	0	40
3	5	1	0	0	1	0	0	4	2	7	11	1	1	0	0	7	2	0	89
4	2	0	0	1	3	0	0	4	1	18	11	1	2	0	0	18	2	0	132
4	2	0	1	0	3	0	0	4	1	11	11	1	1	1	1	11	1	0	24
2	2	0	1	0	6	3	0	2	1	14	10	1	1	1	1	14	2	0	60
1	2	1	0	0	1	0	0	2	1	4	9	1	1	1	1	4	2	0	24
3	1	0	1	0	10	3	2	2	1	9	11	1	1	1	1	9	2	2	72
3	2	0	0	1	2	0	0	2	1	16	11	1	2	1	1	16	1	0	48
2	1	0	0	1	10	1	0	4	1	17	12	1	2	1	1	17	1	0	60
