1	2	0	0	1	10	0	1	4	1	16	8	1	2	0	0	16	2	1	6
2	2	0	0	1	6	2	3	2	1	16	13	1	2	1	1	16	2	3	84
3	2	0	1	0	10	1	1	1	1	9	10	1	1	1	1	9	2	1	288
1	1	0	0	1	10	2	0	2	1	16	8	1	2	1	0	16	1	0	18
2	1	1	0	0	4	2	0	2	1	7	15	1	1	0	0	7	2	0	13
2	2	0	1	0	4	1	3	4	1	9	9	1	1	1	1	9	2	5	60
2	2	0	1	0	6	2	0	4	1	9	10	1	1	1	1	9	2	0	120
2	1	1	0	0	5	1	1	1	2	7	9	1	1	0	0	7	2	1	72
2	2	1	0	0	4	0	3	4	1	1	8	1	1	1	0	1	2	3	360
5	1	1	0	0	5	1	0	4	1	5	7	1	1	0	0	5	2	0	36
4	1	1	0	0	1	0	0	4	1	4	12	1	2	1	1	4	2	0	240
3	2	0	0	1	6	1	3	1	1	17	11	1	1	0	0	17	1	3	192
2	2	1	0	0	1	0	0	4	1	6	11	1	1	0	0	6	2	0	180
3	2	0	0	1	2	0	0	2	1	16	12	1	1	1	0	16	1	0	12
2	2	0	0	1	6	0	1	2	1	16	12	1	1	0	0	16	2	1	240
2	3	0	1	0	10	1	0	4	1	10	8	1	2	1	1	10	1	0	12
1	1	0	0	1	2	1	0	4	1	17	10	1	1	0	0	17	1	0	18
5	2	1	0	0	1	0	0	4	2	3	5	1	1	0	0	3	1	0	1188
2	2	1	0	0	5	1	0	4	1	2	9	1	1	1	0	2	1	0	120
3	3	0	0	1	10	0	1	4	1	17	11	1	1	0	0	17	1	1	17
1	2	0	0	1	7	1	1	4	1	16	12	1	2	1	1	16	2	1	6
2	3	0	0	1	10	1	2	4	1	17	10	2	1	0	0	17	2	2	65
2	2	0	0	1	10	2	0	2	1	17	11	1	1	1	0	17	1	0	108
1	1	1	0	0	4	3	3	4	1	4	8	1	1	0	0	4	2	3	6
2	3	0	0	1	2	0	0	2	1	18	10	1	1	1	1	18	2	0	23
4	1	1	0	0	5	1	0	4	2	8	15	1	1	0	0	8	1	0	60
2	3	0	1	0	10	4	4	4	1	13	14	1	2	1	1	13	2	10	56
2	1	0	1	0	10	1	1	4	1	13	10	1	2	0	0	13	2	1	17
4	1	0	0	1	10	4	3	2	1	17	9	1	2	1	0	17	1	4	18
3	2	1	0	0	1	0	0	4	1	5	11	1	1	1	1	5	2	0	240
2	2	0	0	0	10	2	3	2	1	19	12	1	1	1	1	19	1	3	18
2	3	0	0	1	2	0	0	4	1	16	6	2	1	0	0	16	1	0	48
3	1	0	0	1	3	0	0	2	1	17	11	1	1	1	1	17	2	0	12
3	2	0	0	1	6	1	0	4	1	16	11	1	1	0	1	16	1	0	48
2	2	1	0	0	5	0	1	1	1	6	14	1	2	1	1	6	2	1	204
2	3	0	0	1	2	1	0	4	1	17	12	1	2	1	1	17	2	0	72
2	5	1	0	0	5	0	1	1	2	7	13	1	1	0	0	7	2	1	300
2	3	1	0	0	1	1	0	4	1	2	9	1	1	1	0	2	1	0	180
3	3	0	1	0	6	2	0	2	1	13	10	1	2	1	1	13	1	0	72
1	6	0	0	1	10	2	3	2	1	16	12	1	2	1	1	16	2	5	7
2	2	1	0	0	5	1	1	1	1	2	11	1	1	0	0	2	1	1	216
3	1	1	0	0	5	3	3	4	2	6	8	1	2	0	0	6	1	4	26
2	2	0	0	1	10	3	0	4	1	16	10	1	1	1	0	16	2	0	96
2	1	0	1	0	3	0	0	2	1	13	9	1	2	0	0	13	2	0	72
2	1	0	1	0	10	2	2	4	1	14	11	1	1	1	0	14	2	2	10
2	1	0	1	0	10	4	2	1	1	10	12	1	1	1	1	10	1	2	48
4	2	1	0	0	5	1	0	1	1	4	10	1	1	1	0	4	2	0	1188
1	2	1	0	0	1	1	0	4	1	7	11	1	1	1	1	7	2	0	96
2	2	0	0	1	2	1	0	4	1	17	11	1	1	1	1	17	1	0	30
5	1	1	0	0	1	0	0	4	1	4	12	1	1	0	0	4	1	0	120
3	3	0	0	1	10	0	1	1	1	16	14	1	1	1	1	16	1	1	18
3	6	0	1	0	10	1	2	2	1	10	14	1	1	1	1	10	1	2	120
1	3	0	0	0	10	4	1	1	1	24	11	1	1	1	1	21	1	1	48
4	1	0	0	0	6	3	3	2	1	21	11	1	1	1	0	21	1	5	48
3	3	1	0	0	5	0	1	2	2	1	7	2	1	0	0	1	1	1	300
4	1	1	0	0	4	2	2	4	1	2	14	1	1	1	0	2	1	2	180
2	1	0	0	1	7	1	0	4	1	17	11	1	2	1	1	17	2	0	120
2	3	1	0	0	1	0	0	4	1	7	11	1	1	0	0	7	1	0	144
3	2	1	0	0	1	0	0	4	2	7	12	1	2	0	0	7	2	0	120
3	2	1	0	0	4	2	1	2	1	6	0	1	1	0	0	6	2	1	300
4	2	0	0	1	10	3	5	2	1	17	11	1	2	1	1	17	1	33	120
3	2	1	0	0	1	0	0	4	1	1	11	1	1	0	0	1	2	0	12
5	1	0	0	0	10	0	3	4	1	22	13	1	1	0	0	20	2	3	60
1	2	0	1	0	3	0	0	4	1	9	11	1	1	0	1	9	1	0	54
3	1	1	0	0	4	3	1	4	1	4	8	1	1	1	0	4	1	1	84
2	3	0	0	1	2	0	0	2	1	17	11	1	1	0	0	17	2	0	59
3	2	1	0	0	4	1	2	4	1	7	14	1	2	0	0	7	2	2	10
4	3	0	0	0	10	1	1	2	1	24	8	1	1	1	0	21	2	1	108
3	1	0	1	0	10	3	4	2	1	9	10	1	1	0	0	9	2	6	144
4	2	1	0	0	1	0	0	4	2	7	4	1	1	0	0	7	1	0	24
2	2	0	1	0	10	0	3	2	1	9	10	1	1	1	1	9	2	3	96
2	1	0	0	0	6	3	0	2	1	19	9	1	1	1	1	19	2	0	60
3	2	0	0	1	6	2	4	1	1	16	11	1	1	1	1	16	2	6	7
4	2	0	1	0	10	1	0	4	1	13	11	1	1	1	0	13	1	0	78
2	6	0	0	1	6	0	5	4	1	16	9	1	1	1	1	16	1	12	84
2	2	0	0	1	10	1	1	4	1	17	9	1	2	1	0	17	2	1	7
3	2	1	0	0	4	2	3	1	1	7	13	1	1	1	1	7	2	4	120
3	2	0	0	1	6	1	0	4	1	17	13	1	1	1	1	17	1	0	18
2	1	1	0	0	5	0	1	2	1	5	11	1	1	1	1	5	2	1	120
2	1	0	0	1	10	0	2	2	1	16	9	1	2	1	1	16	2	2	24
2	2	0	0	0	10	0	1	1	1	19	10	1	1	0	0	19	1	1	240
3	2	1	0	0	4	1	3	4	2	6	11	1	1	0	0	6	2	3	288
3	1	0	0	1	6	1	2	2	1	17	11	1	1	1	1	17	1	2	96
2	2	0	0	1	6	0	1	2	1	17	12	1	1	1	1	17	2	1	60
1	2	0	0	1	6	1	0	4	1	16	11	1	2	0	0	16	2	0	24
2	2	0	0	1	10	0	1	4	1	16	10	1	2	1	1	16	1	1	8
3	2	0	1	0	10	0	0	2	1	13	9	1	2	1	1	13	1	0	24
4	2	1	0	0	1	0	0	4	1	1	10	1	2	1	1	1	2	0	12
2	4	0	0	1	10	4	2	4	1	17	8	1	2	1	1	17	1	2	60
1	1	1	0	0	5	3	0	4	1	6	15	1	1	0	0	6	1	0	360
1	2	0	1	0	3	3	0	2	1	11	10	1	1	1	1	11	1	0	1
3	2	0	0	1	10	2	1	2	1	17	12	1	2	1	0	17	2	1	24
2	1	0	0	0	10	3	1	2	1	19	14	1	1	1	0	19	2	1	12
2	2	0	0	1	7	3	3	1	1	17	9	1	1	1	1	17	2	4	36
1	3	0	0	0	3	2	0	2	1	24	10	1	2	1	1	21	1	0	60
2	2	1	0	0	1	0	0	4	1	3	11	1	1	1	0	3	2	0	60
3	3	0	0	0	10	2	1	1	1	24	12	1	2	0	0	21	2	1	84
1	2	1	0	0	5	3	1	2	1	6	12	1	1	1	0	6	2	1	180
1	1	0	1	0	3	0	0	2	1	11	11	1	1	1	1	11	1	0	84
2	1	1	0	0	4	2	1	4	1	6	10	1	1	1	1	6	1	1	48
2	3	0	0	1	2	0	0	4	1	16	11	1	1	0	0	16	2	0	108
5	4	1	0	0	4	3	3	4	1	4	7	1	1	1	1	4	1	4	600
1	2	1	0	0	1	1	0	4	2	7	9	1	1	0	0	7	2	0	180
4	1	1	0	0	1	0	0	4	1	6	12	1	1	1	1	6	2	0	108
2	1	0	0	0	6	2	3	1	1	19	10	1	1	1	1	19	2	4	180
1	2	0	1	0	10	3	1	2	1	9	11	1	1	1	0	9	2	1	96
2	3	0	0	1	3	0	0	4	1	17	13	1	2	1	1	17	2	0	300
3	1	0	1	0	6	2	3	4	1	10	10	1	1	0	0	10	1	5	120
1	6	0	0	1	6	2	3	4	1	17	10	1	1	1	0	17	1	3	36
2	3	0	0	1	6	1	0	4	1	17	19	2	1	1	1	17	2	0	180
2	3	0	0	0	5	0	1	1	1	19	8	2	1	1	1	19	1	1	60
2	2	1	0	0	1	0	0	4	1	2	11	1	1	0	0	2	2	0	360
1	1	0	0	1	10	0	0	2	2	17	16	1	1	0	0	17	2	0	120
1	2	1	0	0	1	0	0	4	1	6	11	1	1	0	0	6	1	0	60
3	1	1	0	0	5	1	0	4	1	1	9	1	1	1	1	1	1	0	420
4	1	0	0	1	2	0	0	4	1	17	12	1	1	1	1	17	2	0	24
3	2	1	0	0	5	1	1	4	1	8	11	1	1	1	0	8	1	1	384
1	6	0	1	0	3	1	0	4	1	9	11	1	1	1	1	9	1	0	36
1	2	1	0	0	1	0	0	4	2	7	9	1	2	0	0	7	2	0	168
4	2	1	0	0	1	0	0	4	1	6	13	1	1	1	0	6	2	0	720
1	2	0	1	0	10	1	1	2	2	9	9	1	1	0	0	9	2	1	24
2	2	0	1	0	5	0	3	4	1	14	12	1	1	0	0	14	1	4	96
3	1	1	0	0	4	2	3	4	1	5	8	1	1	0	0	5	2	5	120
1	2	1	0	0	4	2	1	2	1	7	11	1	1	1	0	7	1	1	96
3	1	0	1	0	10	4	0	4	1	11	6	1	1	1	0	11	2	0	60
3	2	1	0	0	5	2	3	4	1	6	12	1	1	1	1	6	1	4	78
1	1	0	0	1	2	0	0	4	1	17	12	1	1	1	1	17	2	0	60
4	1	0	0	0	10	0	0	2	1	20	8	1	1	1	1	21	1	0	60
1	3	1	0	0	1	1	0	4	1	7	10	1	1	1	0	7	1	0	48
1	6	0	0	0	3	0	0	2	1	20	12	1	1	0	0	21	2	0	18
2	1	0	0	0	10	2	1	4	1	24	9	1	1	0	0	21	2	1	30
2	3	1	0	0	1	0	0	4	1	4	5	2	1	1	1	4	2	0	192
2	3	1	0	0	5	1	1	4	1	7	9	1	1	1	1	7	1	1	24
3	3	1	0	0	4	0	3	1	1	1	7	1	1	0	0	1	2	4	360
2	2	0	0	1	6	5	0	4	1	17	10	1	1	0	0	17	1	0	60
1	2	0	1	0	6	2	3	1	1	9	11	1	1	1	1	9	2	5	72
1	3	1	0	0	1	0	0	4	1	7	10	1	1	1	1	7	1	0	60
1	3	1	0	0	5	0	0	2	1	6	10	1	1	1	1	6	1	0	336
2	1	1	0	0	1	0	0	4	1	2	14	1	2	0	0	2	2	0	234
3	2	1	0	0	5	2	2	4	1	6	11	1	1	0	0	6	1	2	420
4	2	1	0	0	1	0	0	4	2	8	14	1	2	0	0	8	2	0	24
3	1	1	0	0	5	3	1	4	1	5	12	1	1	1	0	5	1	1	60
2	5	1	0	0	1	0	0	2	1	6	10	1	2	0	0	6	1	0	48
6	1	1	0	0	1	0	0	4	2	5	9	1	1	0	0	5	1	0	72
2	2	1	0	0	4	0	2	4	1	6	12	1	1	1	0	6	2	2	72
2	1	1	0	0	4	2	1	1	1	2	12	1	1	1	1	2	1	1	60
2	3	1	0	0	5	0	1	1	1	7	9	2	1	0	0	7	1	1	8
2	5	1	0	0	1	0	0	4	2	8	12	1	2	0	0	8	2	0	48
2	2	0	0	1	2	1	0	1	2	16	11	1	2	0	0	16	1	0	45
3	2	1	0	0	4	3	3	4	1	6	10	1	1	1	1	6	2	5	480
2	3	0	0	1	2	1	0	1	1	17	10	1	1	0	0	17	1	0	48
3	1	0	1	0	6	1	2	4	1	13	14	1	1	1	1	13	1	2	42
1	2	1	0	0	4	3	1	1	1	2	8	1	1	1	1	2	1	1	300
3	3	1	0	0	4	1	1	1	1	6	11	1	1	1	1	6	2	1	240
2	2	0	0	1	7	1	0	4	1	16	12	1	1	1	0	16	1	0	84
3	1	0	1	0	10	1	3	4	1	13	10	1	2	1	1	13	2	5	60
2	1	0	0	1	10	3	0	1	1	16	12	1	1	1	1	16	2	0	36
4	1	0	1	0	6	3	2	2	1	13	14	1	1	0	0	13	2	2	12
3	2	0	0	0	9	2	2	2	1	20	12	1	1	0	0	21	2	2	18
2	2	0	0	1	6	1	2	4	1	17	12	1	1	1	1	17	1	2	96
1	6	1	0	0	1	1	0	4	1	6	12	1	1	1	1	6	2	0	300
2	2	1	0	0	1	0	0	4	1	7	9	1	1	0	0	7	2	0	84
2	1	1	0	0	1	0	0	4	2	1	12	2	1	0	0	1	2	0	12
3	2	1	0	0	1	0	0	4	1	2	2	1	1	0	0	2	1	0	144
3	2	0	0	1	2	0	0	2	1	16	10	1	2	1	1	16	2	0	12
1	2	0	1	0	6	0	1	2	1	12	9	1	1	0	0	12	2	1	300
3	2	0	0	1	10	2	3	4	1	17	12	1	1	1	0	17	1	4	60
3	6	0	1	0	10	0	2	1	1	13	12	1	1	0	0	13	2	2	36
3	2	1	0	0	5	2	0	2	1	4	11	1	1	1	0	4	1	0	120
2	1	0	1	0	10	2	0	2	2	10	14	1	2	0	0	10	2	0	72
3	1	0	0	0	6	4	0	2	2	24	11	1	2	0	0	21	2	0	21
4	1	1	0	0	4	1	2	1	1	6	10	1	1	1	0	6	2	2	240
3	1	0	1	0	10	2	3	1	1	13	11	1	2	0	0	13	1	3	24
2	1	1	0	0	5	3	5	2	1	7	8	1	2	1	1	7	1	11	22
3	2	1	0	0	4	1	2	4	1	7	11	1	1	1	0	7	2	2	60
2	2	0	0	0	10	1	1	2	1	19	13	2	1	0	0	19	2	1	180
1	1	1	0	0	5	3	1	2	1	8	12	1	1	1	1	8	1	1	17
3	2	1	0	0	4	2	0	4	1	7	12	1	2	0	1	7	2	0	60
1	2	1	0	0	1	1	0	4	2	7	9	1	1	0	0	7	1	0	60
2	2	0	1	0	10	1	2	4	2	10	8	1	2	0	0	10	2	2	6
2	1	0	1	0	10	1	0	4	2	13	11	1	1	0	0	13	2	0	16
3	2	1	0	0	1	3	0	4	1	1	12	1	1	0	0	1	1	0	480
1	3	1	0	0	1	0	0	4	1	1	12	1	1	0	0	1	2	0	144
2	2	0	0	1	10	3	4	2	1	17	10	1	1	0	0	17	1	6	60
4	1	0	1	0	10	0	3	1	2	9	11	1	2	0	0	9	1	3	240
2	3	0	0	1	2	0	0	2	1	16	11	1	2	1	1	16	2	0	6
2	1	0	1	0	3	0	0	4	1	10	12	1	2	1	0	10	2	0	42
4	1	1	0	0	5	3	1	4	1	7	6	1	1	0	0	7	2	1	102
2	2	1	0	0	1	0	0	4	2	6	10	1	2	0	0	6	2	0	84
2	1	1	0	0	5	1	1	1	1	5	9	1	1	0	0	5	1	1	96
2	2	1	0	0	1	0	0	4	1	6	8	1	2	1	1	6	2	0	48
2	3	1	0	0	1	0	0	4	1	7	10	1	1	1	0	7	1	0	144
3	2	0	0	1	10	2	2	1	1	17	12	1	1	0	0	17	1	2	120
1	1	0	0	1	6	0	2	4	1	17	13	1	2	1	1	17	1	2	60
2	2	0	0	0	8	1	0	4	2	21	10	1	1	0	0	21	1	0	24
3	3	0	0	1	2	0	0	2	1	16	10	1	2	1	1	16	2	0	24
4	1	1	0	0	4	1	5	4	1	5	18	1	1	0	0	5	2	11	480
3	1	1	0	0	5	2	0	4	2	7	11	1	2	0	0	7	2	0	384
3	3	1	0	0	5	0	1	4	2	4	6	2	1	0	0	4	2	1	216
2	3	1	0	0	4	0	0	2	2	6	10	1	1	0	0	6	2	0	300
4	1	1	0	0	5	1	0	4	1	5	10	1	1	0	0	5	2	0	300
4	4	0	1	0	10	3	0	1	1	11	10	1	1	1	1	11	2	0	48
3	2	1	0	0	1	0	0	4	1	2	10	1	2	1	1	2	1	0	84
2	1	0	0	1	6	1	1	2	1	17	10	1	1	1	1	17	2	1	120
2	2	0	0	1	2	0	0	1	1	17	10	1	2	1	0	17	2	0	144
1	3	0	0	1	7	1	3	2	1	16	14	1	1	1	1	16	2	4	36
2	3	1	0	0	5	1	2	1	1	1	9	1	1	0	0	1	2	2	540
3	2	1	0	0	1	1	0	4	1	2	5	1	1	1	1	2	1	0	144
1	2	1	0	0	4	1	1	1	1	6	10	1	1	0	0	6	1	1	120
1	1	0	1	0	10	2	1	2	1	9	12	1	1	1	1	9	2	1	540
3	5	0	0	1	6	0	1	4	1	17	12	1	1	1	1	17	1	1	120
3	1	0	1	0	10	3	3	2	1	13	12	1	2	1	1	13	1	4	12
2	6	1	0	0	5	2	1	2	1	6	10	1	1	0	0	6	2	1	96
1	2	1	0	0	4	0	2	4	2	7	9	1	1	0	0	7	1	2	12
